user_id,destination,season,preferred_activity,duration,budget,hotel_price_per_night,flight_cost,total_cost,value_score,user_satisfaction,recommended_vacation
69,Antalya,Yaz,Deniz,6,38293.4,3406.23,4237.61,24674.97,4.66,5.0,Antalya
70,Antalya,Sonbahar,Plaj,11,52263.44,2742.17,3400.64,33564.49,4.67,5.0,Antalya
71,Kapadokya,İlkbahar,Doğa,7,14377.8,3361.3,2739.63,26268.72,1.64,5.0,Kapadokya
72,Sarıkamış,Sonbahar,Kayak,9,27500.74,1670.2,3827.32,18859.09,4.37,4.74,Sarıkamış
73,Bodrum,İlkbahar,Deniz,12,47685.6,5550.82,2247.47,68857.27,2.08,4.71,Bodrum
74,Bodrum,İlkbahar,Deniz,11,58862.55,4472.87,1573.03,50774.63,3.48,4.85,Bodrum
75,Sarıkamış,Sonbahar,Doğa,11,33615.34,2559.36,1703.37,29856.37,3.38,4.64,Kapadokya
76,Sarıkamış,Kış,Kayak,10,29964.66,2672.75,4591.6,31319.12,2.87,4.99,Sarıkamış
77,Antalya,Yaz,Deniz,14,34428.66,5486.02,3229.63,80033.89,1.29,5.0,Bodrum
78,Uludağ,Kış,Doğa,5,16092.71,4201.03,1065.09,22070.25,2.19,5.0,Uludağ
79,Kapadokya,Kış,Doğa,6,10077.32,1470.31,2298.42,11120.28,2.72,5.0,Uludağ
80,Bodrum,Yaz,Plaj,14,59892.69,7116.72,2474.82,102108.84,1.76,5.0,Bodrum
81,Bodrum,Sonbahar,Plaj,7,16632.4,5698.57,3781.61,43671.63,1.14,4.61,Bodrum
82,Kapadokya,İlkbahar,Balon,6,12209.43,2056.98,1863.7,14205.61,2.58,5.0,Kapadokya
83,Antalya,Yaz,Deniz,8,32293.71,5303.81,4296.61,46727.08,2.07,5.0,Antalya
84,Bodrum,Sonbahar,Deniz,10,38146.08,2427.02,2206.28,26476.52,4.32,4.93,Bodrum
85,Bodrum,Sonbahar,Deniz,12,44985.21,2917.58,2018.03,37028.98,3.64,4.86,Bodrum
86,Kapadokya,Yaz,Doğa,3,7089.9,2145.78,2205.56,8642.89,2.46,5.0,Antalya
87,Bodrum,Yaz,Plaj,8,65335.47,6373.74,3843.09,54833.02,3.57,5.0,Bodrum
88,Kapadokya,Kış,Doğa,13,18042.48,1260.64,1752.93,18141.3,2.98,5.0,Uludağ
89,Bodrum,Sonbahar,Plaj,3,12838.06,4998.31,2361.07,17356.01,2.22,4.72,Bodrum
90,Uludağ,İlkbahar,Kayak,3,11111.98,3037.05,1264.79,10375.94,3.21,4.72,Uludağ
91,Kapadokya,Yaz,Kültür,7,27439.13,2477.49,2537.97,19880.43,4.14,5.0,Kapadokya
92,Sarıkamış,Kış,Doğa,5,14915.53,2828.56,2369.77,16512.57,2.71,4.97,Sarıkamış
93,Antalya,Yaz,Deniz,3,18587.1,4762.48,2630.91,16918.36,3.3,5.0,Antalya
94,Kapadokya,Kış,Doğa,8,27559.98,1907.89,2632.77,17895.87,4.62,5.0,Kapadokya
95,Kapadokya,Yaz,Doğa,13,29471.1,1508.24,1057.57,20664.62,4.28,5.0,Kapadokya
96,Bodrum,Yaz,Deniz,13,50633.88,3309.13,1741.05,44759.76,3.39,5.0,Bodrum
97,Kapadokya,Kış,Doğa,13,19502.97,2870.71,2094.89,39414.16,1.48,4.95,Uludağ
98,Kapadokya,Kış,Balon,12,40925.97,3383.9,1294.15,41900.92,2.93,5.0,Kapadokya
99,Uludağ,Kış,Doğa,6,26607.84,5785.11,2128.69,36839.32,2.17,5.0,Uludağ
100,Sarıkamış,Kış,Kayak,13,34168.16,2097.93,2368.86,29641.99,3.46,5.0,Sarıkamış
101,Uludağ,Kış,Doğa,10,33290.14,4863.63,1949.77,50586.07,1.97,5.0,Uludağ
102,Uludağ,İlkbahar,Kayak,4,15842.64,2559.62,2197.04,12435.53,3.82,4.78,Uludağ
103,Bodrum,Sonbahar,Deniz,8,20377.98,2482.54,2544.1,22404.45,2.73,4.77,Bodrum
104,Kapadokya,Kış,Kültür,12,35835.69,1290.42,2598.82,18083.84,5.0,5.0,Kapadokya
105,Sarıkamış,Kış,Doğa,13,53636.95,2069.1,2849.85,29748.18,5.0,5.0,Sarıkamış
106,Antalya,Sonbahar,Plaj,5,12353.52,2232.72,2052.09,13215.7,2.8,4.88,Antalya
107,Bodrum,Sonbahar,Plaj,10,52066.04,2249.37,1698.9,24192.55,5.0,5.0,Bodrum
108,Uludağ,İlkbahar,Kayak,9,31182.59,3330.28,982.19,30954.75,3.02,4.7,Uludağ
109,Sarıkamış,Kış,Kayak,11,41613.91,2305.45,3782.89,29142.88,4.28,5.0,Sarıkamış
110,Antalya,İlkbahar,Deniz,12,42915.37,2316.26,1988.73,29783.82,4.32,5.0,Antalya
111,Antalya,Sonbahar,Deniz,5,21546.69,3178.54,2543.66,18436.35,3.51,4.95,Antalya
112,Bodrum,İlkbahar,Deniz,10,39731.86,2510.32,2066.19,27169.41,4.39,4.94,Bodrum
113,Kapadokya,Kış,Doğa,13,27959.49,3468.99,2211.55,47308.36,1.77,4.98,Uludağ
114,Sarıkamış,Kış,Kayak,8,24436.98,2901.23,4715.16,27924.99,2.63,4.96,Sarıkamış
115,Antalya,İlkbahar,Doğa,5,9061.2,3939.37,3493.69,23190.51,1.17,4.72,Kapadokya
116,Bodrum,Sonbahar,Deniz,13,74643.24,5268.29,1996.34,70484.09,3.18,4.82,Bodrum
117,Uludağ,Kış,Kayak,4,19908.36,4457.74,1658.75,19489.72,3.06,5.0,Uludağ
118,Kapadokya,Yaz,Doğa,12,24980.91,2178.5,2015.22,28157.27,2.66,5.0,Antalya
119,Antalya,Sonbahar,Doğa,3,13515.94,2510.21,2536.85,10067.47,4.03,5.0,Antalya
120,Uludağ,İlkbahar,Doğa,13,47110.8,2923.08,1572.26,39572.25,3.57,4.76,Kapadokya
121,Sarıkamış,İlkbahar,Doğa,14,27240.67,2526.86,1719.67,37095.67,2.2,4.52,Kapadokya
122,Antalya,Yaz,Plaj,13,56312.55,4707.76,3934.93,65135.85,2.59,5.0,Antalya
123,Antalya,Yaz,Deniz,14,93217.64,2515.55,3745.29,38963.03,5.0,5.0,Antalya
124,Sarıkamış,Kış,Kayak,3,14544.2,3070.22,4685.94,13896.61,3.14,5.0,Sarıkamış
125,Antalya,Yaz,Deniz,14,39774.21,2697.41,3995.58,41759.31,2.86,5.0,Antalya
126,Uludağ,Kış,Doğa,6,23504.63,4512.0,2549.39,29621.37,2.38,5.0,Uludağ
127,Bodrum,Yaz,Plaj,9,47163.24,5602.93,2937.32,53363.68,2.65,5.0,Bodrum
128,Uludağ,Kış,Doğa,10,48707.3,2979.92,3117.03,32916.22,4.44,5.0,Uludağ
129,Uludağ,Sonbahar,Doğa,6,26060.22,3550.18,1706.88,23007.98,3.4,4.74,Kapadokya
130,Uludağ,Sonbahar,Kayak,8,33127.15,3767.45,2123.57,32263.18,3.08,4.71,Uludağ
131,Kapadokya,Kış,Doğa,12,30021.85,2935.66,1205.83,36433.77,2.47,5.0,Uludağ
132,Kapadokya,Yaz,Balon,10,16747.94,1727.28,2444.51,19717.29,2.55,5.0,Kapadokya
133,Bodrum,İlkbahar,Plaj,5,27052.63,4170.9,1979.86,22834.35,3.55,4.86,Bodrum
134,Sarıkamış,Sonbahar,Kayak,12,26521.75,1841.03,2558.99,24651.31,3.23,4.62,Sarıkamış
135,Sarıkamış,Kış,Doğa,12,40973.03,2936.48,3937.23,39175.02,3.14,5.0,Sarıkamış
136,Kapadokya,İlkbahar,Kültür,10,17648.23,3507.59,3305.24,38381.12,1.38,5.0,Kapadokya
137,Bodrum,Yaz,Deniz,5,36422.47,7458.71,4938.75,42232.29,2.59,5.0,Bodrum
138,Uludağ,Kış,Kayak,12,66810.99,3005.15,3075.06,39136.91,5.0,5.0,Uludağ
139,Uludağ,Sonbahar,Kayak,7,22082.67,3860.62,1149.49,28173.85,2.35,4.64,Uludağ
140,Antalya,Yaz,Deniz,11,29070.74,3836.0,4141.92,46337.87,1.88,5.0,Antalya
141,Bodrum,İlkbahar,Deniz,13,67641.32,3808.87,1906.43,51421.77,3.95,4.89,Bodrum
142,Kapadokya,İlkbahar,Balon,8,18457.78,3050.12,2389.21,26790.16,2.07,5.0,Kapadokya
143,Antalya,Yaz,Plaj,13,66198.9,2009.58,3543.98,29668.51,5.0,5.0,Antalya
144,Antalya,Sonbahar,Plaj,3,12833.51,4512.21,2430.66,15967.3,2.41,4.84,Antalya
145,Antalya,İlkbahar,Plaj,9,29125.47,4299.24,2003.59,40696.72,2.15,4.81,Antalya
146,Antalya,Yaz,Plaj,10,49545.63,3287.9,3695.04,36574.07,4.06,5.0,Antalya
147,Kapadokya,Kış,Kültür,4,11366.53,2960.32,1205.96,13047.24,2.61,5.0,Kapadokya
148,Sarıkamış,İlkbahar,Kayak,5,12733.09,1906.12,3110.0,12640.58,3.02,4.6,Sarıkamış
149,Kapadokya,Yaz,Balon,9,15344.66,2846.74,2317.85,27938.47,1.65,4.96,Kapadokya
150,Antalya,Yaz,Doğa,5,17257.87,5007.11,1618.93,26654.49,1.94,5.0,Antalya
151,Antalya,İlkbahar,Plaj,5,26271.72,3448.53,2857.87,20100.5,3.92,4.99,Antalya
152,Uludağ,Sonbahar,Doğa,10,42342.9,4406.62,2405.5,46471.73,2.73,4.67,Kapadokya
153,Sarıkamış,Kış,Kayak,9,38143.79,1975.35,2227.9,20006.09,5.0,5.0,Sarıkamış
154,Sarıkamış,İlkbahar,Doğa,5,14830.42,2132.14,3731.68,14392.36,3.09,4.61,Kapadokya
155,Sarıkamış,Sonbahar,Kayak,12,36414.7,2044.59,1585.57,26120.64,4.18,4.72,Sarıkamış
156,Kapadokya,Yaz,Kültür,8,26386.22,2034.34,2722.14,18996.88,4.17,5.0,Kapadokya
157,Uludağ,Sonbahar,Doğa,8,33720.77,2285.59,1761.82,20046.58,5.0,4.9,Uludağ
158,Uludağ,Kış,Kayak,3,14637.95,4265.49,2679.13,15475.59,2.84,5.0,Uludağ
159,Bodrum,Yaz,Plaj,9,36058.74,5954.28,3170.18,56758.72,1.91,5.0,Bodrum
160,Uludağ,Kış,Kayak,4,15581.79,2659.77,3060.6,13699.68,3.41,5.0,Uludağ
161,Sarıkamış,Kış,Doğa,11,30169.16,3030.65,4067.12,37404.23,2.42,4.94,Sarıkamış
162,Bodrum,Sonbahar,Plaj,7,15637.57,2547.54,3730.05,21562.85,2.18,4.72,Bodrum
163,Uludağ,Sonbahar,Doğa,14,52034.7,3235.68,1774.6,47074.19,3.32,4.73,Kapadokya
164,Uludağ,Kış,Doğa,12,49632.11,3750.08,3158.57,48159.55,3.09,5.0,Uludağ
165,Antalya,İlkbahar,Plaj,6,28163.97,1738.87,3125.28,13558.53,5.0,5.0,Antalya
166,Uludağ,Sonbahar,Doğa,3,13438.1,3526.01,2413.82,12991.86,3.1,4.71,Kapadokya
167,Sarıkamış,Sonbahar,Kayak,12,20139.25,1893.4,2987.69,25708.45,2.35,4.54,Sarıkamış
168,Bodrum,Yaz,Plaj,13,59258.08,6608.74,2064.16,87977.82,2.02,5.0,Bodrum
169,Antalya,Sonbahar,Plaj,3,12042.29,3909.41,2200.1,13928.33,2.59,4.86,Antalya
170,Uludağ,İlkbahar,Doğa,7,14844.92,4419.25,808.93,31743.67,1.4,4.54,Kapadokya
171,Kapadokya,İlkbahar,Kültür,14,59038.35,4436.68,3354.04,65467.49,2.71,5.0,Kapadokya
172,Antalya,İlkbahar,Plaj,14,49999.52,4555.31,2884.12,66658.46,2.25,4.83,Antalya
173,Kapadokya,Yaz,Kültür,8,23599.52,3455.33,2806.73,30449.34,2.33,5.0,Kapadokya
174,Kapadokya,İlkbahar,Balon,12,22005.41,3563.05,1414.83,44171.47,1.49,5.0,Kapadokya
175,Antalya,İlkbahar,Deniz,7,24382.03,2594.99,1477.2,19642.15,3.72,4.97,Antalya
176,Antalya,İlkbahar,Deniz,13,65835.94,3159.75,3182.7,44259.44,4.46,5.0,Antalya
177,Uludağ,Kış,Kayak,12,58801.77,4713.04,1845.98,58402.51,3.02,5.0,Uludağ
178,Kapadokya,Sonbahar,Kültür,4,20425.58,3145.49,2446.68,15028.65,4.08,5.0,Kapadokya
179,Kapadokya,İlkbahar,Balon,10,34433.47,3924.26,2128.76,41371.38,2.5,5.0,Kapadokya
180,Bodrum,Yaz,Deniz,12,90671.02,4771.03,3311.42,60563.8,4.49,5.0,Bodrum
181,Sarıkamış,Kış,Kayak,4,20126.7,3507.63,5193.29,19223.8,3.14,5.0,Sarıkamış
182,Kapadokya,Yaz,Doğa,3,8177.19,2303.71,2255.01,9166.15,2.68,5.0,Antalya
183,Kapadokya,İlkbahar,Kültür,12,23548.59,2565.75,2658.55,33447.52,2.11,5.0,Kapadokya
184,Uludağ,Kış,Kayak,10,37010.07,3563.0,1556.27,37186.29,2.99,5.0,Uludağ
185,Antalya,Sonbahar,Plaj,7,38170.96,2997.21,2083.95,23064.39,4.96,5.0,Antalya
186,Kapadokya,Sonbahar,Balon,12,50726.63,2334.36,2830.24,30842.54,4.93,5.0,Kapadokya
187,Uludağ,Kış,Kayak,4,13980.59,5821.3,1551.99,24837.19,1.69,4.97,Sarıkamış
188,Kapadokya,Yaz,Balon,8,22997.83,2379.18,1461.34,20494.81,3.37,5.0,Kapadokya
189,Bodrum,Yaz,Deniz,11,41608.67,6653.84,2918.94,76111.17,1.64,5.0,Antalya
190,Sarıkamış,Kış,Kayak,9,37882.75,3759.12,5183.45,39015.5,2.91,4.99,Sarıkamış
191,Sarıkamış,İlkbahar,Doğa,5,16582.38,2544.03,1884.74,14604.89,3.41,4.64,Kapadokya
192,Uludağ,Kış,Kayak,10,52998.62,2713.31,3017.78,30150.89,5.0,5.0,Uludağ
193,Sarıkamış,Kış,Kayak,11,33061.89,2482.27,3499.2,30804.18,3.22,5.0,Sarıkamış
194,Bodrum,Yaz,Deniz,12,86245.2,6007.26,3623.51,75710.61,3.42,5.0,Bodrum
195,Uludağ,Kış,Doğa,14,55220.97,3444.2,2638.76,50857.56,3.26,5.0,Uludağ
196,Kapadokya,Kış,Kültür,14,21543.84,3257.3,2982.95,48585.2,1.33,4.93,Kapadokya
197,Bodrum,Sonbahar,Plaj,5,30020.26,3391.24,3130.64,20086.83,4.48,4.95,Bodrum
198,Antalya,Yaz,Plaj,8,37692.44,5900.13,2293.4,49494.46,2.28,5.0,Antalya
199,Uludağ,İlkbahar,Doğa,11,32553.06,2596.73,2381.15,30945.13,3.16,4.72,Kapadokya
200,Kapadokya,İlkbahar,Balon,8,18798.16,4196.1,3799.42,37368.18,1.51,5.0,Kapadokya
201,Antalya,İlkbahar,Doğa,9,14873.91,4369.81,1725.84,41054.17,1.09,4.71,Kapadokya
202,Bodrum,Sonbahar,Deniz,14,29674.85,3148.15,2965.7,47039.84,1.89,4.69,Bodrum
203,Antalya,Yaz,Plaj,10,33657.88,4834.73,3174.56,51521.82,1.96,5.0,Antalya
204,Uludağ,Sonbahar,Doğa,5,21606.6,3353.17,2437.09,19202.92,3.38,4.74,Kapadokya
205,Kapadokya,Sonbahar,Balon,7,14632.05,4362.31,3088.5,33624.7,1.31,5.0,Kapadokya
206,Bodrum,Sonbahar,Plaj,3,18633.47,4834.29,2578.65,17081.51,3.27,4.83,Bodrum
207,Bodrum,Sonbahar,Plaj,4,25597.74,5893.96,3915.97,27491.79,2.79,4.78,Bodrum
208,Kapadokya,İlkbahar,Balon,6,26234.73,1633.51,1357.52,11158.61,5.0,5.0,Kapadokya
209,Uludağ,İlkbahar,Doğa,9,29590.85,2684.07,2495.11,26651.71,3.33,4.73,Kapadokya
210,Antalya,İlkbahar,Plaj,11,24375.85,4281.83,2795.47,49895.64,1.47,4.75,Antalya
211,Kapadokya,Sonbahar,Doğa,6,24103.66,2377.05,3772.25,18034.52,4.01,5.0,Kapadokya
212,Kapadokya,Sonbahar,Kültür,7,33621.11,4123.51,3807.75,32672.3,3.09,5.0,Kapadokya
213,Antalya,Yaz,Doğa,13,52346.02,6018.15,2247.56,80483.53,1.95,5.0,Antalya
214,Sarıkamış,İlkbahar,Doğa,3,10561.67,2052.79,3660.9,9819.26,3.23,4.62,Kapadokya
215,Uludağ,Sonbahar,Doğa,11,48163.8,3941.49,2110.57,45466.98,3.18,4.72,Kapadokya
216,Bodrum,Sonbahar,Plaj,5,29387.31,3176.67,3761.96,19645.32,4.49,4.95,Bodrum
217,Bodrum,İlkbahar,Deniz,11,23357.53,4393.31,2939.73,51266.13,1.37,4.64,Bodrum
218,Kapadokya,Sonbahar,Kültür,8,19761.32,2040.87,2993.95,19320.9,3.07,5.0,Kapadokya
219,Bodrum,Yaz,Deniz,10,44918.19,4967.14,1730.79,51402.24,2.62,5.0,Bodrum
220,Kapadokya,Kış,Doğa,8,16549.92,2798.46,2720.24,25107.91,1.98,5.0,Sarıkamış
221,Antalya,Sonbahar,Doğa,8,35899.6,2010.73,1436.42,17522.24,5.0,5.0,Antalya
222,Kapadokya,Sonbahar,Kültür,12,49872.97,4374.3,1488.28,53979.88,2.77,5.0,Kapadokya
223,Antalya,Yaz,Plaj,3,21129.91,3578.0,2523.06,13257.05,4.78,5.0,Antalya
224,Kapadokya,Kış,Doğa,4,6261.26,2741.89,2903.1,13870.65,1.35,4.94,Uludağ
225,Uludağ,İlkbahar,Doğa,11,50137.4,2129.93,1720.2,25149.41,5.0,4.9,Uludağ
226,Bodrum,Sonbahar,Deniz,10,51791.51,5206.91,2216.52,54285.64,2.86,4.79,Bodrum
227,Uludağ,İlkbahar,Kayak,13,57402.73,3368.98,2189.41,45986.16,3.74,4.77,Uludağ
228,Bodrum,İlkbahar,Plaj,11,30958.78,3754.43,3257.03,44555.75,2.08,4.71,Bodrum
229,Kapadokya,İlkbahar,Kültür,11,49399.6,2215.45,3837.25,28207.2,5.0,5.0,Kapadokya
230,Kapadokya,Yaz,Kültür,9,21643.98,1300.42,1323.35,13027.14,4.98,5.0,Kapadokya
231,Bodrum,İlkbahar,Deniz,7,45887.45,5899.17,3055.88,44350.09,3.1,4.81,Bodrum
232,Bodrum,İlkbahar,Plaj,8,18363.64,3030.73,2549.08,26794.93,2.06,4.71,Bodrum
233,Sarıkamış,İlkbahar,Doğa,10,23946.13,2018.9,2427.6,22616.62,3.18,4.62,Kapadokya
234,Kapadokya,Sonbahar,Doğa,3,11926.93,3318.29,1376.43,11331.31,3.16,5.0,Kapadokya
235,Bodrum,Sonbahar,Deniz,4,20477.43,5171.82,3068.53,23755.82,2.59,4.76,Bodrum
236,Uludağ,İlkbahar,Doğa,8,24593.58,2959.62,1591.88,25268.82,2.92,4.69,Kapadokya
237,Sarıkamış,İlkbahar,Kayak,5,16760.0,2107.97,3004.64,13544.46,3.71,4.67,Sarıkamış
238,Bodrum,Sonbahar,Deniz,4,12684.27,5417.54,2629.15,24299.31,1.57,4.66,Bodrum
239,Kapadokya,Yaz,Balon,10,27485.37,2724.03,1190.52,28430.81,2.9,5.0,Kapadokya
240,Antalya,İlkbahar,Plaj,11,33981.07,4502.95,1220.77,50753.24,2.01,4.8,Antalya
241,Antalya,Sonbahar,Plaj,9,30038.09,2326.18,1369.04,22304.63,4.04,5.0,Antalya
242,Bodrum,Yaz,Deniz,14,101342.09,4840.62,2562.99,70331.6,4.32,5.0,Bodrum
243,Uludağ,Sonbahar,Kayak,11,27677.62,2419.05,862.34,27471.87,3.02,4.7,Uludağ
244,Sarıkamış,İlkbahar,Kayak,14,33653.83,2766.26,3514.18,42241.75,2.39,4.54,Sarıkamış
245,Kapadokya,İlkbahar,Balon,8,19238.91,1894.64,2001.35,17158.47,3.36,5.0,Kapadokya
246,Bodrum,Yaz,Plaj,7,57269.93,2804.59,2118.61,21750.71,5.0,5.0,Bodrum
247,Kapadokya,Yaz,Kültür,3,9114.39,1295.62,1296.69,5183.54,5.0,5.0,Kapadokya
248,Sarıkamış,Kış,Doğa,13,27441.28,3806.03,4027.14,53505.57,1.54,4.85,Uludağ
249,Antalya,İlkbahar,Doğa,10,35431.73,3210.96,2733.79,34843.42,3.05,4.91,Kapadokya
