user_id,destination,season,preferred_activity,duration,budget,hotel_price_per_night,flight_cost,total_cost,value_score,user_satisfaction,recommended_vacation
38,Sarıkamış,Yaz,Doğa,3,2912.07,1291.45,1357.65,5232.0,1.67,4.47,Antalya
39,Uludağ,Yaz,Doğa,3,8703.08,2370.27,1490.87,8601.68,3.04,4.7,Antalya
40,Sarıkamış,İlkbahar,Doğa,10,17098.22,1712.74,2005.27,19132.63,2.68,4.57,Kapadokya
41,Kapadokya,İlkbahar,Doğa,3,5391.33,2600.54,1457.51,9259.12,1.75,5.0,Kapadokya
42,Uludağ,Sonbahar,Kayak,3,12454.77,2280.87,991.38,7834.0,4.77,4.88,Uludağ
43,Uludağ,Sonbahar,Kayak,7,25245.57,2184.82,1953.32,17247.08,4.39,4.84,Uludağ
44,Uludağ,Sonbahar,Kayak,6,12275.62,2085.72,1791.59,14305.94,2.57,4.66,Uludağ
45,Uludağ,Sonbahar,Doğa,11,24338.26,3141.69,1902.02,36460.62,2.0,4.6,Kapadokya
46,Bodrum,Sonbahar,Plaj,8,18188.95,1762.49,1461.05,15560.98,3.51,4.85,Bodrum
47,Bodrum,Yaz,Kültür,3,7005.92,4064.75,2535.47,14729.72,1.43,5.0,Antalya
48,Bodrum,İlkbahar,Kültür,5,10229.9,2834.54,1055.03,15227.73,2.02,4.7,Kapadokya
49,Antalya,Sonbahar,Plaj,6,15284.46,2344.33,2152.85,16218.81,2.83,4.88,Antalya
50,Kapadokya,İlkbahar,Kültür,14,33742.4,1936.03,2220.45,29324.86,3.45,5.0,Kapadokya
51,Uludağ,Yaz,Doğa,8,21898.5,1270.15,652.29,10813.49,5.0,4.9,Uludağ
52,Uludağ,Sonbahar,Kayak,3,11071.31,1824.55,1951.35,7425.0,4.47,4.85,Uludağ
53,Kapadokya,Kış,Kültür,6,9959.65,1959.12,907.53,12662.26,2.36,5.0,Kapadokya
54,Sarıkamış,Kış,Doğa,12,18553.06,2227.24,2004.16,28731.03,1.94,4.89,Sarıkamış
55,Kapadokya,Kış,Kültür,12,9685.6,2432.77,1953.97,31147.18,1.0,4.9,Kapadokya
56,Antalya,Sonbahar,Plaj,3,4638.34,1144.16,1225.41,4657.9,2.99,4.9,Antalya
57,Antalya,Sonbahar,Plaj,7,17314.43,1936.73,1917.09,15474.21,3.36,4.94,Antalya
58,Sarıkamış,Kış,Kayak,9,9225.65,1810.19,1712.48,18004.17,1.54,4.85,Uludağ
59,Antalya,Yaz,Kültür,14,17543.61,1156.48,2930.57,19121.35,2.75,5.0,Antalya
60,Kapadokya,Yaz,Doğa,12,26733.72,2152.44,1219.46,27048.78,2.97,5.0,Antalya
61,Sarıkamış,İlkbahar,Doğa,12,26043.94,1841.35,1521.79,23618.02,3.31,4.63,Kapadokya
62,Bodrum,Kış,Plaj,12,31889.41,2618.13,2199.53,33617.12,2.85,4.78,Bodrum
63,Bodrum,Yaz,Kültür,13,60656.47,3940.96,2586.22,53818.65,3.38,5.0,Bodrum
64,Antalya,Yaz,Plaj,5,19788.76,2830.19,2853.14,17004.08,3.49,5.0,Antalya
65,Bodrum,İlkbahar,Kültür,14,19324.15,1054.67,1079.44,15844.76,3.66,4.87,Bodrum
66,Uludağ,İlkbahar,Kayak,12,24250.29,3143.21,632.58,38351.14,1.9,4.59,Uludağ
67,Bodrum,İlkbahar,Plaj,9,13314.96,3090.21,2094.99,29906.89,1.34,4.63,Bodrum
68,Sarıkamış,Sonbahar,Doğa,11,21580.57,994.85,1354.88,12298.21,5.0,4.8,Sarıkamış
69,Antalya,Sonbahar,Doğa,3,9272.68,1080.92,1225.03,4467.78,5.0,5.0,Antalya
70,Sarıkamış,Sonbahar,Kayak,9,17362.72,1656.36,1206.25,16113.49,3.23,4.62,Sarıkamış
71,Antalya,Yaz,Kültür,6,23288.48,1955.34,3019.11,14751.16,4.74,5.0,Antalya
72,Antalya,Sonbahar,Plaj,11,31541.01,1580.79,2426.56,19815.27,4.78,5.0,Antalya
73,Kapadokya,İlkbahar,Doğa,7,8960.94,2319.71,1989.72,18227.7,1.47,5.0,Kapadokya
74,Sarıkamış,Sonbahar,Kayak,9,17806.92,758.85,2861.86,9691.51,5.0,4.8,Sarıkamış
75,Bodrum,İlkbahar,Kültür,12,29634.01,3663.11,1566.74,45524.09,1.95,4.7,Kapadokya
76,Bodrum,İlkbahar,Kültür,11,38476.72,2854.65,1092.13,32493.33,3.55,4.86,Bodrum
77,Sarıkamış,Sonbahar,Doğa,11,21900.37,1588.74,1162.7,18638.83,3.52,4.65,Kapadokya
78,Sarıkamış,Kış,Kayak,10,16884.83,1454.57,3413.28,17958.97,2.82,4.98,Sarıkamış
79,Antalya,Yaz,Kültür,14,19127.91,3262.64,2274.07,47951.04,1.2,5.0,Bodrum
80,Uludağ,Kış,Doğa,5,10444.78,3032.95,800.66,15965.41,1.96,5.0,Uludağ
81,Kapadokya,Kış,Doğa,6,6361.46,911.55,1673.82,7143.1,2.67,5.0,Uludağ
82,Uludağ,Yaz,Doğa,11,23809.04,1857.14,1816.04,22244.55,3.21,4.72,Antalya
83,Sarıkamış,Kış,Doğa,14,39679.45,1791.93,2138.98,27225.99,4.37,5.0,Sarıkamış
84,Sarıkamış,İlkbahar,Doğa,7,8185.28,1573.58,1150.87,12165.9,2.02,4.5,Kapadokya
85,Antalya,Yaz,Kültür,3,10931.35,2711.14,3031.56,11164.98,2.94,5.0,Antalya
86,Antalya,İlkbahar,Kültür,10,18150.17,1034.86,1370.62,11719.26,4.65,5.0,Antalya
87,Bodrum,Sonbahar,Kültür,12,27615.37,1688.18,1405.28,21663.49,3.82,4.88,Bodrum
88,Sarıkamış,Yaz,Doğa,13,22902.87,1350.53,1619.06,19176.01,3.58,4.66,Antalya
89,Kapadokya,Yaz,Doğa,5,12836.64,2409.64,1788.58,13836.78,2.78,5.0,Antalya
90,Antalya,Kış,Kültür,10,29576.88,2013.49,1080.22,21215.15,4.18,5.0,Antalya
91,Antalya,Kış,Plaj,4,14366.4,1130.92,1810.02,6333.69,5.0,5.0,Antalya
92,Antalya,Kış,Doğa,13,28443.17,939.73,862.6,13079.04,5.0,5.0,Antalya
93,Antalya,Yaz,Doğa,8,26715.11,2568.23,2697.3,23243.15,3.45,5.0,Antalya
94,Uludağ,Yaz,Kayak,7,21707.11,2941.29,1128.99,21718.0,3.0,4.7,Uludağ
95,Sarıkamış,Kış,Kayak,3,11329.65,1883.24,1894.47,7544.18,4.51,5.0,Sarıkamış
96,Antalya,Sonbahar,Kültür,14,20731.86,848.81,1646.88,13530.17,4.6,5.0,Antalya
97,Uludağ,İlkbahar,Doğa,14,44830.56,3426.34,723.77,48692.53,2.76,4.68,Kapadokya
98,Uludağ,Yaz,Kayak,9,28088.53,2626.71,1585.71,25226.12,3.34,4.73,Uludağ
99,Uludağ,İlkbahar,Doğa,14,50343.55,2598.6,1491.3,37871.73,3.99,4.8,Uludağ
100,Uludağ,İlkbahar,Kayak,4,9091.51,2382.18,1697.11,11225.82,2.43,4.64,Uludağ
101,Kapadokya,Kış,Kültür,12,29020.6,2409.14,920.61,29830.26,2.92,5.0,Kapadokya
102,Antalya,Kış,Plaj,14,14152.67,900.89,1855.37,14467.9,2.93,4.89,Antalya
103,Bodrum,Yaz,Kültür,13,48889.99,2632.1,2497.04,36714.3,3.99,5.0,Bodrum
104,Uludağ,Kış,Doğa,10,22091.73,3642.54,1529.22,37954.62,1.75,4.97,Uludağ
105,Uludağ,İlkbahar,Kayak,4,11780.52,1714.85,1750.51,8609.92,4.1,4.81,Uludağ
106,Bodrum,Sonbahar,Kültür,8,11197.4,1361.91,1775.48,12670.74,2.65,4.77,Kapadokya
107,Bodrum,Kış,Kültür,3,9387.25,3071.18,974.69,10188.25,2.76,4.78,Bodrum
108,Antalya,İlkbahar,Plaj,8,8777.95,2721.87,2365.48,24140.47,1.09,4.71,Antalya
109,Sarıkamış,Yaz,Doğa,6,12984.49,1647.56,1369.04,11254.42,3.46,4.65,Antalya
110,Bodrum,Sonbahar,Plaj,10,33884.46,1187.02,1180.7,13050.95,5.0,5.0,Bodrum
111,Uludağ,İlkbahar,Kayak,9,22708.07,2423.86,750.04,22564.79,3.02,4.7,Uludağ
112,Bodrum,Kış,Plaj,5,9997.75,1807.73,1616.84,10655.49,2.81,4.78,Bodrum
113,Bodrum,İlkbahar,Plaj,3,6204.78,1982.49,1127.55,7075.02,2.63,4.76,Bodrum
114,Antalya,Yaz,Plaj,6,14158.37,2895.63,2099.88,19473.68,2.18,5.0,Antalya
115,Kapadokya,İlkbahar,Doğa,4,10858.07,2282.49,2010.69,11140.67,2.92,5.0,Kapadokya
116,Bodrum,Yaz,Plaj,8,41861.13,3669.47,1773.55,31129.28,4.03,5.0,Bodrum
117,Uludağ,Yaz,Doğa,7,25339.61,1217.33,915.47,9436.77,5.0,4.9,Uludağ
118,Kapadokya,Kış,Kültür,10,25186.93,844.42,1486.77,9930.97,5.0,5.0,Kapadokya
119,Sarıkamış,Sonbahar,Doğa,8,11051.69,1957.26,2731.01,18389.08,1.8,4.48,Kapadokya
120,Antalya,Kış,Kültür,5,15224.94,2380.61,1709.56,13612.59,3.36,4.94,Antalya
121,Bodrum,İlkbahar,Plaj,14,23902.9,3903.98,2250.81,56906.56,1.26,4.63,Bodrum
122,Kapadokya,Yaz,Doğa,3,6455.9,1973.01,1851.67,7770.71,2.49,5.0,Antalya
123,Sarıkamış,Kış,Kayak,6,10315.08,1860.87,2260.0,13425.2,2.31,4.93,Sarıkamış
124,Bodrum,Yaz,Plaj,12,65545.34,2557.18,3170.39,33856.55,5.0,5.0,Bodrum
125,Antalya,İlkbahar,Plaj,11,29289.9,2110.41,1601.68,24816.14,3.54,4.95,Antalya
126,Uludağ,Kış,Kayak,3,14639.35,3790.46,1523.5,12894.89,3.41,5.0,Uludağ
127,Sarıkamış,Sonbahar,Kayak,11,11167.03,1130.92,2852.9,15293.02,2.19,4.52,Sarıkamış
128,Kapadokya,Sonbahar,Kültür,10,30998.3,2666.17,2469.1,29130.84,3.19,5.0,Kapadokya
129,Uludağ,Yaz,Kayak,7,13124.61,2657.64,1871.01,20474.53,1.92,4.59,Uludağ
130,Antalya,Yaz,Kültür,11,35476.01,2332.57,2617.46,28275.76,3.76,5.0,Antalya
131,Uludağ,Yaz,Doğa,3,10405.16,2356.26,925.1,7993.87,3.9,4.79,Uludağ
132,Antalya,İlkbahar,Doğa,4,9707.31,2794.24,1861.2,13038.16,2.23,4.82,Kapadokya
133,Uludağ,Kış,Doğa,5,19106.66,2561.37,1033.48,13840.31,4.14,5.0,Uludağ
134,Sarıkamış,Yaz,Doğa,9,14768.0,1996.77,2504.81,20475.73,2.16,4.52,Antalya
135,Sarıkamış,Yaz,Kayak,9,8489.67,886.36,2428.13,10405.39,2.45,4.54,Sarıkamış
136,Sarıkamış,İlkbahar,Doğa,3,3438.08,1351.07,1757.64,5810.86,1.77,4.48,Kapadokya
137,Sarıkamış,Sonbahar,Doğa,10,15036.61,1355.8,1972.71,15530.76,2.9,4.59,Kapadokya
138,Kapadokya,Sonbahar,Kültür,4,4688.02,2310.36,2012.74,11254.16,1.25,5.0,Kapadokya
139,Bodrum,İlkbahar,Plaj,7,26833.69,3877.22,1550.8,28691.37,2.81,4.78,Bodrum
140,Bodrum,Kış,Plaj,14,54930.32,1417.35,1091.51,20934.39,5.0,5.0,Bodrum
141,Antalya,İlkbahar,Doğa,14,15321.91,2821.25,2143.14,41640.66,1.1,4.71,Kapadokya
142,Sarıkamış,Sonbahar,Kayak,12,22699.44,1124.21,1137.84,14628.36,4.66,4.77,Sarıkamış
143,Uludağ,Yaz,Doğa,10,33106.73,3294.58,771.94,33717.72,2.95,4.69,Antalya
144,Sarıkamış,Yaz,Doğa,6,5896.49,1889.18,2739.79,14074.86,1.26,4.43,Antalya
145,Uludağ,Sonbahar,Kayak,7,15637.85,2911.77,887.81,21270.23,2.21,4.62,Uludağ
146,Antalya,Yaz,Kültür,11,16327.38,2225.48,2948.38,27428.69,1.79,5.0,Antalya
147,Bodrum,İlkbahar,Kültür,13,44063.8,2356.65,1326.75,31963.25,4.14,4.91,Bodrum
148,Kapadokya,İlkbahar,Kültür,8,11835.92,2076.18,1726.9,18336.35,1.94,5.0,Kapadokya
149,Antalya,Yaz,Plaj,13,39464.89,1077.45,2506.42,16513.27,5.0,5.0,Antalya
150,Antalya,Sonbahar,Plaj,3,7825.63,2693.39,1709.62,9789.79,2.4,4.84,Antalya
151,Antalya,İlkbahar,Plaj,9,17175.96,2559.52,1393.96,24429.64,2.11,4.81,Antalya
152,Sarıkamış,Yaz,Kayak,10,16399.26,1011.66,2428.12,12544.74,3.92,4.69,Sarıkamış
153,Bodrum,Kış,Kültür,14,36019.76,2491.04,2354.18,37228.68,2.9,4.79,Bodrum
154,Kapadokya,Yaz,Doğa,9,23746.24,1371.96,1106.12,13453.73,5.0,5.0,Kapadokya
155,Bodrum,Sonbahar,Plaj,9,38191.12,3519.37,2547.29,34221.59,3.35,4.83,Bodrum
156,Antalya,Yaz,Doğa,5,10055.04,2961.61,1083.56,15891.63,1.9,5.0,Antalya
157,Antalya,İlkbahar,Plaj,5,16070.75,2024.79,2025.38,12149.32,3.97,5.0,Antalya
158,Uludağ,Sonbahar,Doğa,10,32287.14,3414.09,1922.17,36063.11,2.69,4.67,Kapadokya
159,Sarıkamış,Kış,Kayak,9,25332.45,803.66,1522.32,8755.29,5.0,5.0,Sarıkamış
160,Sarıkamış,İlkbahar,Doğa,5,9247.37,1189.99,2785.34,8735.32,3.18,4.62,Kapadokya
161,Sarıkamış,Sonbahar,Kayak,12,23712.02,1108.28,1068.46,14367.85,4.95,4.8,Sarıkamış
162,Kapadokya,Yaz,Kültür,8,18603.97,1352.96,1991.6,12815.32,4.36,5.0,Kapadokya
163,Uludağ,Sonbahar,Doğa,8,25639.22,1462.75,1392.09,13094.07,5.0,4.9,Uludağ
164,Uludağ,Kış,Kayak,3,10690.76,3092.25,2129.87,11406.62,2.81,5.0,Uludağ
165,Bodrum,Yaz,Plaj,9,21061.13,3815.71,2211.61,36553.01,1.73,5.0,Bodrum
166,Bodrum,Kış,Plaj,4,8685.07,1055.17,2637.17,6857.86,3.8,4.88,Bodrum
167,Sarıkamış,Kış,Doğa,11,16079.13,1788.6,2993.69,22668.34,2.13,4.91,Sarıkamış
168,Bodrum,Sonbahar,Plaj,7,8151.8,1410.66,2610.04,12484.63,1.96,4.7,Bodrum
169,Uludağ,Sonbahar,Doğa,14,38672.09,2336.83,1402.61,34118.23,3.4,4.74,Kapadokya
170,Antalya,Kış,Plaj,14,37054.62,1728.48,1401.58,25600.29,4.34,5.0,Antalya
171,Uludağ,Yaz,Kayak,7,19555.16,1764.3,1145.01,13495.13,4.35,4.83,Uludağ
172,Uludağ,Sonbahar,Doğa,3,10188.72,2603.93,1929.03,9740.82,3.14,4.71,Kapadokya
173,Sarıkamış,Sonbahar,Kayak,12,8786.24,967.17,2190.16,13796.19,1.91,4.49,Sarıkamış
174,Uludağ,Yaz,Doğa,13,34881.18,1968.76,1679.28,27273.17,3.84,4.78,Uludağ
175,Sarıkamış,Yaz,Kayak,10,18651.02,1293.69,2376.8,15313.68,3.65,4.67,Sarıkamış
176,Bodrum,Yaz,Plaj,5,25665.68,4417.72,2885.9,24974.51,3.08,5.0,Bodrum
177,Bodrum,Sonbahar,Plaj,7,9997.23,3751.94,1159.96,27423.54,1.09,4.61,Bodrum
178,Bodrum,Yaz,Plaj,3,7693.33,3413.41,3326.18,13566.42,1.7,5.0,Bodrum
179,Sarıkamış,Yaz,Kayak,7,13368.86,1788.87,1499.34,14021.45,2.86,4.59,Sarıkamış
180,Antalya,Sonbahar,Doğa,13,41126.34,2876.93,867.03,38267.12,3.22,4.92,Kapadokya
181,Bodrum,Sonbahar,Plaj,3,5868.27,2703.84,2639.43,10750.93,1.64,4.66,Bodrum
182,Sarıkamış,İlkbahar,Kayak,5,12319.57,1959.48,2888.53,12685.94,2.91,4.59,Sarıkamış
183,Bodrum,İlkbahar,Kültür,6,23706.53,1957.3,2474.94,14218.75,5.0,5.0,Bodrum
184,Antalya,Kış,Doğa,10,14251.21,1065.25,930.82,11583.29,3.69,4.97,Antalya
185,Sarıkamış,İlkbahar,Doğa,12,21825.62,691.5,1630.58,9928.57,5.0,4.8,Sarıkamış
186,Antalya,Sonbahar,Plaj,8,13351.92,2176.96,2306.16,19721.85,2.03,4.8,Antalya
187,Bodrum,Sonbahar,Kültür,4,5239.17,3610.3,940.41,15381.6,1.02,4.6,Kapadokya
188,Sarıkamış,Yaz,Doğa,5,4630.27,613.28,1105.37,4171.77,3.33,4.63,Antalya
189,Antalya,Yaz,Kültür,7,18985.54,2700.97,1640.43,20547.19,2.77,5.0,Antalya
190,Antalya,Kış,Kültür,11,18312.0,1949.54,2044.86,23489.83,2.34,4.83,Antalya
191,Antalya,İlkbahar,Plaj,10,15607.56,1451.88,1197.13,15715.91,2.98,4.9,Antalya
192,Antalya,Sonbahar,Plaj,7,23290.05,1741.1,1453.36,13641.06,5.0,5.0,Antalya
193,Kapadokya,Sonbahar,Kültür,12,35793.62,1516.02,2057.68,20249.91,5.0,5.0,Kapadokya
194,Uludağ,Kış,Kayak,4,9321.73,4523.59,1201.64,19296.02,1.45,4.94,Sarıkamış
195,Kapadokya,Yaz,Kültür,8,15963.02,1622.84,1046.0,14028.72,3.41,5.0,Kapadokya
196,Bodrum,Yaz,Kültür,11,23928.7,4340.38,2034.81,49778.98,1.44,5.0,Antalya
197,Sarıkamış,Kış,Kayak,9,25094.26,2468.51,3886.76,26103.34,2.88,4.99,Sarıkamış
198,Sarıkamış,İlkbahar,Doğa,5,10824.15,1574.43,1307.79,9179.94,3.54,4.65,Kapadokya
199,Uludağ,Kış,Kayak,10,40102.49,1664.25,2408.76,19051.23,5.0,5.0,Uludağ
200,Sarıkamış,Kış,Kayak,11,18728.26,1276.79,2539.36,16584.01,3.39,5.0,Sarıkamış
201,Uludağ,Yaz,Doğa,14,18590.19,1956.82,1904.23,29299.68,1.9,4.59,Antalya
202,Uludağ,İlkbahar,Doğa,10,18764.64,1211.69,1574.0,13690.89,4.11,4.81,Uludağ
203,Bodrum,Kış,Kültür,7,12942.2,3049.78,1044.65,22393.08,1.73,4.67,Bodrum
204,Antalya,Kış,Plaj,5,15273.45,1565.18,1952.63,9778.53,4.69,5.0,Antalya
205,Uludağ,Yaz,Kayak,3,11492.63,3034.08,1521.83,10624.07,3.25,4.72,Uludağ
206,Antalya,İlkbahar,Doğa,11,18250.83,1325.12,2381.15,16957.45,3.23,4.92,Kapadokya
207,Kapadokya,İlkbahar,Kültür,8,12101.21,2973.03,2784.56,26568.81,1.37,5.0,Kapadokya
208,Antalya,İlkbahar,Doğa,9,8110.62,2603.88,1188.66,24623.61,1.0,4.7,Kapadokya
209,Bodrum,Sonbahar,Kültür,14,15180.34,1861.11,2072.16,28127.76,1.62,4.66,Kapadokya
210,Antalya,Yaz,Plaj,10,19444.55,2853.26,2233.37,30765.93,1.9,5.0,Antalya
211,Uludağ,Sonbahar,Doğa,5,16417.26,2444.91,1948.19,14172.75,3.48,4.75,Kapadokya
212,Kapadokya,Sonbahar,Kültür,7,9159.0,3103.11,2251.38,23973.18,1.15,5.0,Kapadokya
213,Bodrum,Sonbahar,Plaj,3,12303.73,3125.72,1799.79,11176.94,3.3,4.83,Bodrum
214,Bodrum,Sonbahar,Plaj,4,17014.36,3920.47,2740.87,18422.74,2.77,4.78,Bodrum
215,Kapadokya,İlkbahar,Kültür,6,18494.63,967.53,953.14,6758.34,5.0,5.0,Kapadokya
216,Uludağ,İlkbahar,Doğa,9,21254.45,1829.34,1995.97,18460.05,3.45,4.75,Kapadokya
217,Antalya,İlkbahar,Plaj,11,13837.86,2548.58,1979.26,30013.65,1.38,4.74,Antalya
218,Kapadokya,Sonbahar,Doğa,6,16835.63,1549.43,2764.18,12060.75,4.19,5.0,Kapadokya
219,Kapadokya,Sonbahar,Doğa,7,23951.58,2916.22,2790.81,23204.37,3.1,5.0,Kapadokya
220,Uludağ,Yaz,Kayak,5,10624.18,1937.71,1614.19,11302.73,2.82,4.68,Uludağ
221,Bodrum,Yaz,Plaj,3,14304.12,2737.25,3304.96,11516.72,3.73,5.0,Bodrum
222,Uludağ,Sonbahar,Doğa,11,36992.24,2986.17,1679.29,34527.19,3.21,4.72,Kapadokya
223,Bodrum,Sonbahar,Plaj,5,19365.88,1882.5,2632.49,12045.01,4.82,4.98,Bodrum
224,Bodrum,İlkbahar,Kültür,11,11942.99,2794.98,2053.88,32798.68,1.09,4.61,Kapadokya
225,Kapadokya,Sonbahar,Kültür,8,12851.91,1286.33,2180.46,12471.12,3.09,5.0,Kapadokya
226,Sarıkamış,Yaz,Doğa,10,13931.95,1978.09,1299.16,21080.08,1.98,4.5,Antalya
227,Sarıkamış,Kış,Doğa,4,9161.8,1872.04,2058.32,9546.47,2.88,4.99,Sarıkamış
228,Sarıkamış,Yaz,Kayak,14,26244.78,655.47,1961.01,11137.54,5.0,4.8,Sarıkamış
229,Antalya,Yaz,Plaj,8,24869.53,3049.05,2276.82,26669.22,2.8,5.0,Antalya
230,Bodrum,Sonbahar,Plaj,4,12325.97,3647.6,1056.77,15647.17,2.36,4.74,Bodrum
231,Sarıkamış,Sonbahar,Doğa,8,10051.65,1968.45,1401.72,17149.34,1.76,4.48,Kapadokya
232,Bodrum,Kış,Plaj,4,5472.45,3011.16,2707.94,14752.57,1.11,4.61,Bodrum
233,Sarıkamış,İlkbahar,Kayak,8,13651.05,1463.25,2225.89,13931.86,2.94,4.59,Sarıkamış
234,Antalya,Kış,Kültür,14,38056.16,1546.79,2185.2,23840.27,4.79,5.0,Antalya
235,Uludağ,Sonbahar,Doğa,6,16881.63,3002.81,1273.27,19290.15,2.63,4.66,Kapadokya
236,Antalya,Sonbahar,Kültür,13,33162.24,2105.21,1905.5,29273.27,3.4,4.94,Antalya
237,Antalya,Yaz,Doğa,12,25539.01,2384.72,2684.86,31301.52,2.45,5.0,Antalya
238,Sarıkamış,İlkbahar,Kayak,9,7037.46,826.34,1041.72,8478.8,2.49,4.55,Sarıkamış
239,Uludağ,Kış,Kayak,10,47300.44,3504.47,1143.17,36187.91,3.92,5.0,Uludağ
240,Uludağ,Yaz,Kayak,8,10806.92,1792.67,1247.67,15589.04,2.08,4.61,Uludağ
241,Sarıkamış,İlkbahar,Doğa,10,13807.89,1084.31,1742.08,12585.17,3.29,4.63,Kapadokya
242,Kapadokya,Sonbahar,Doğa,4,14356.13,2264.1,1765.3,10821.7,3.98,5.0,Kapadokya
243,Sarıkamış,Kış,Doğa,6,17788.68,2419.28,2396.47,16912.14,3.16,5.0,Sarıkamış
244,Bodrum,İlkbahar,Plaj,12,47478.57,1631.99,2083.64,21667.48,5.0,5.0,Bodrum
245,Sarıkamış,İlkbahar,Kayak,5,10984.0,1167.43,2203.71,8040.88,4.1,4.71,Sarıkamış
246,Bodrum,Sonbahar,Kültür,4,7415.58,3563.16,1835.33,16087.95,1.38,4.64,Kapadokya
247,Kapadokya,Yaz,Kültür,10,18998.59,1892.72,842.89,19770.08,2.88,5.0,Antalya
248,Uludağ,Yaz,Kayak,14,26073.28,2710.49,1055.27,39002.19,2.01,4.6,Uludağ
249,Kapadokya,Sonbahar,Doğa,9,19541.7,1462.36,1053.32,14214.54,4.12,5.0,Kapadokya
250,Bodrum,Yaz,Kültür,14,66674.37,2980.46,1784.32,43510.78,4.6,5.0,Bodrum
